gill-attachment_cap-diameter_mean,gill-attachment_stem-width_min,gill-attachment_stem-width_median,gill-attachment_cap-diameter_median,stem-width,stem-color_stem-height_mean,gill-attachment_cap-diameter_min,gill-attachment_stem-width_mean,gill-attachment_stem-height_median,cap-diameter,cap-shape_cap-diameter_median,class
6.174267491302667,2.02,9.76,5.91,3.76,7.289946861715429,1.77,10.635550831078469,6.62,4.14,6.33,0
7.203423524463759,0.8,9.09,6.4,1.59,5.948164773751578,0.47,11.894995093228657,5.27,1.43,6.27,0
7.203423524463759,0.8,9.09,6.4,6.55,5.696960167714885,0.47,11.894995093228657,5.27,5.59,6.83,1
4.992667087807959,0.0,5.96,3.88,3.34,6.563064985451019,0.38,8.376766898294377,5.69,2.28,4.25,1
6.914127268080756,1.78,11.26,6.81,19.71,6.563064985451019,2.2,13.122698696652186,5.89,8.61,6.27,0
6.174267491302667,2.02,9.76,5.91,8.89,7.289946861715429,1.77,10.635550831078469,6.62,4.24,6.27,0
7.203423524463759,0.8,9.09,6.4,18.54,7.289946861715429,0.47,11.894995093228657,5.27,14.58,6.33,0
12.32178494623656,3.36,21.77,8.98,7.38,6.7454906136614605,2.49,24.28452329749104,7.45,5.73,6.33,1
4.992667087807959,0.0,5.96,3.88,18.25,7.289946861715429,0.38,8.376766898294377,5.69,8.5,8.2,1
7.203423524463759,0.8,9.09,6.4,8.91,5.696960167714885,0.47,11.894995093228657,5.27,6.86,6.83,1
12.32178494623656,3.36,21.77,8.98,85.51,6.7454906136614605,2.49,24.28452329749104,7.45,18.94,6.27,0
4.526979810465595,0.0,14.69,3.99,5.87,5.948164773751578,1.03,16.966674907292955,4.21,1.36,6.83,1
8.692903951975989,3.08,12.76,7.71,14.94,7.289946861715429,2.21,12.848816908454229,8.6,12.38,6.33,1
4.992667087807959,0.0,5.96,3.88,12.9,7.289946861715429,0.38,8.376766898294377,5.69,7.02,3.31,1
4.992667087807959,0.0,5.96,3.88,17.48,7.289946861715429,0.38,8.376766898294377,5.69,7.63,8.2,1
4.992667087807959,0.0,5.96,3.88,2.19,7.289946861715429,0.38,8.376766898294377,5.69,1.51,6.27,0
8.692903951975989,3.08,12.76,7.71,18.51,7.289946861715429,2.21,12.848816908454229,8.6,17.44,6.27,0
4.992667087807959,0.0,5.96,3.88,6.04,7.289946861715429,0.38,8.376766898294377,5.69,3.78,3.31,1
7.203423524463759,0.8,9.09,6.4,7.11,7.289946861715429,0.47,11.894995093228657,5.27,2.65,6.83,1
8.692903951975989,3.08,12.76,7.71,18.67,7.289946861715429,2.21,12.848816908454229,8.6,11.01,8.2,0
12.32178494623656,3.36,21.77,8.98,4.48,6.7454906136614605,2.49,24.28452329749104,7.45,3.87,6.83,1
6.914127268080756,1.78,11.26,6.81,15.06,6.7454906136614605,2.2,13.122698696652186,5.89,6.43,6.27,1
8.692903951975989,3.08,12.76,7.71,12.83,7.289946861715429,2.21,12.848816908454229,8.6,5.23,6.27,0
12.32178494623656,3.36,21.77,8.98,10.34,6.7454906136614605,2.49,24.28452329749104,7.45,4.42,6.27,0
4.992667087807959,0.0,5.96,3.88,23.18,7.289946861715429,0.38,8.376766898294377,5.69,15.66,6.33,0
7.203423524463759,0.8,9.09,6.4,12.63,6.7454906136614605,0.47,11.894995093228657,5.27,7.12,6.83,1
12.32178494623656,3.36,21.77,8.98,26.12,5.696960167714885,2.49,24.28452329749104,7.45,10.25,6.27,1
7.203423524463759,0.8,9.09,6.4,12.33,7.289946861715429,0.47,11.894995093228657,5.27,7.04,6.33,0
4.992667087807959,0.0,5.96,3.88,5.22,6.7454906136614605,0.38,8.376766898294377,5.69,4.16,6.27,1
4.992667087807959,0.0,5.96,3.88,17.44,7.289946861715429,0.38,8.376766898294377,5.69,9.27,6.27,1
7.203423524463759,0.8,9.09,6.4,6.76,5.933733333333333,0.47,11.894995093228657,5.27,4.77,6.27,0
6.174267491302667,2.02,9.76,5.91,20.03,7.289946861715429,1.77,10.635550831078469,6.62,8.97,6.27,0
12.32178494623656,3.36,21.77,8.98,37.26,6.7454906136614605,2.49,24.28452329749104,7.45,13.55,6.33,1
12.32178494623656,3.36,21.77,8.98,12.9,5.948164773751578,2.49,24.28452329749104,7.45,6.17,6.27,0
4.992667087807959,0.0,5.96,3.88,8.31,6.7454906136614605,0.38,8.376766898294377,5.69,8.73,6.27,1
6.174267491302667,2.02,9.76,5.91,5.32,6.7454906136614605,1.77,10.635550831078469,6.62,4.42,6.27,0
4.526979810465595,0.0,14.69,3.99,25.08,6.7454906136614605,1.03,16.966674907292955,4.21,9.42,4.66,1
6.174267491302667,2.02,9.76,5.91,21.5,6.7454906136614605,1.77,10.635550831078469,6.62,9.59,6.27,1
4.992667087807959,0.0,5.96,3.88,7.76,5.948164773751578,0.38,8.376766898294377,5.69,4.91,6.33,1
6.914127268080756,1.78,11.26,6.81,13.67,7.289946861715429,2.2,13.122698696652186,5.89,6.75,6.27,1
7.203423524463759,0.8,9.09,6.4,6.25,7.289946861715429,0.47,11.894995093228657,5.27,2.41,6.83,1
6.174267491302667,2.02,9.76,5.91,14.2,7.289946861715429,1.77,10.635550831078469,6.62,6.32,6.33,0
7.203423524463759,0.8,9.09,6.4,2.69,7.289946861715429,0.47,11.894995093228657,5.27,2.81,6.83,1
6.174267491302667,2.02,9.76,5.91,6.6,7.289946861715429,1.77,10.635550831078469,6.62,4.07,6.27,1
4.992667087807959,0.0,5.96,3.88,3.2,6.7454906136614605,0.38,8.376766898294377,5.69,2.55,6.33,0
6.174267491302667,2.02,9.76,5.91,18.76,7.289946861715429,1.77,10.635550831078469,6.62,6.99,6.33,0
4.992667087807959,0.0,5.96,3.88,3.12,6.7454906136614605,0.38,8.376766898294377,5.69,3.32,6.27,1
4.992667087807959,0.0,5.96,3.88,0.75,7.289946861715429,0.38,8.376766898294377,5.69,0.5,6.27,1
4.992667087807959,0.0,5.96,3.88,21.77,5.948164773751578,0.38,8.376766898294377,5.69,11.76,6.27,1
4.992667087807959,0.0,5.96,3.88,6.69,5.696960167714885,0.38,8.376766898294377,5.69,3.83,6.27,0
8.692903951975989,3.08,12.76,7.71,13.8,5.948164773751578,2.21,12.848816908454229,8.6,8.11,6.27,0
6.914127268080756,1.78,11.26,6.81,9.32,7.289946861715429,2.2,13.122698696652186,5.89,3.74,6.27,1
4.526979810465595,0.0,14.69,3.99,29.34,7.289946861715429,1.03,16.966674907292955,4.21,3.79,4.66,1
6.174267491302667,2.02,9.76,5.91,14.91,5.948164773751578,1.77,10.635550831078469,6.62,7.86,6.33,1
6.914127268080756,1.78,11.26,6.81,2.63,6.7454906136614605,2.2,13.122698696652186,5.89,3.31,6.27,1
7.203423524463759,0.8,9.09,6.4,2.51,6.7454906136614605,0.47,11.894995093228657,5.27,1.41,6.27,1
8.692903951975989,3.08,12.76,7.71,12.44,7.289946861715429,2.21,12.848816908454229,8.6,11.67,8.2,0
4.992667087807959,0.0,5.96,3.88,17.13,6.7454906136614605,0.38,8.376766898294377,5.69,11.59,6.27,0
4.992667087807959,0.0,5.96,3.88,1.4,5.6829060293318845,0.38,8.376766898294377,5.69,1.17,4.25,0
4.526979810465595,0.0,14.69,3.99,20.76,5.948164773751578,1.03,16.966674907292955,4.21,7.86,6.33,0
4.526979810465595,0.0,14.69,3.99,8.91,5.948164773751578,1.03,16.966674907292955,4.21,4.12,6.83,0
4.992667087807959,0.0,5.96,3.88,3.38,6.7454906136614605,0.38,8.376766898294377,5.69,1.55,3.31,1
7.203423524463759,0.8,9.09,6.4,17.47,7.289946861715429,0.47,11.894995093228657,5.27,12.32,6.83,0
6.174267491302667,2.02,9.76,5.91,2.68,6.7454906136614605,1.77,10.635550831078469,6.62,3.01,6.33,1
4.526979810465595,0.0,14.69,3.99,30.98,7.289946861715429,1.03,16.966674907292955,4.21,4.67,4.66,1
6.914127268080756,1.78,11.26,6.81,16.54,6.7454906136614605,2.2,13.122698696652186,5.89,12.43,6.27,1
4.526979810465595,0.0,14.69,3.99,5.47,5.948164773751578,1.03,16.966674907292955,4.21,1.17,6.27,1
4.992667087807959,0.0,5.96,3.88,12.98,7.289946861715429,0.38,8.376766898294377,5.69,7.07,6.27,1
4.992667087807959,0.0,5.96,3.88,1.63,5.6829060293318845,0.38,8.376766898294377,5.69,1.63,4.25,0
6.174267491302667,2.02,9.76,5.91,5.64,6.7454906136614605,1.77,10.635550831078469,6.62,4.97,6.27,0
7.203423524463759,0.8,9.09,6.4,6.53,6.7454906136614605,0.47,11.894995093228657,5.27,6.07,6.83,1
4.526979810465595,0.0,14.69,3.99,26.99,7.289946861715429,1.03,16.966674907292955,4.21,3.71,4.66,1
4.526979810465595,0.0,14.69,3.99,0.0,0.0,1.03,16.966674907292955,4.21,2.99,4.66,1
8.692903951975989,3.08,12.76,7.71,6.74,5.373272120200334,2.21,12.848816908454229,8.6,5.2,3.31,1
8.692903951975989,3.08,12.76,7.71,12.23,6.7454906136614605,2.21,12.848816908454229,8.6,4.39,4.25,0
7.203423524463759,0.8,9.09,6.4,6.01,6.055853174603175,0.47,11.894995093228657,5.27,2.07,6.27,1
12.32178494623656,3.36,21.77,8.98,40.47,6.7454906136614605,2.49,24.28452329749104,7.45,17.18,6.33,1
8.692903951975989,3.08,12.76,7.71,16.02,7.289946861715429,2.21,12.848816908454229,8.6,7.83,6.27,1
8.692903951975989,3.08,12.76,7.71,14.94,7.289946861715429,2.21,12.848816908454229,8.6,12.52,6.33,1
4.526979810465595,0.0,14.69,3.99,18.66,6.7454906136614605,1.03,16.966674907292955,4.21,4.97,4.25,0
4.992667087807959,0.0,5.96,3.88,2.48,6.7454906136614605,0.38,8.376766898294377,5.69,0.89,3.31,1
4.992667087807959,0.0,5.96,3.88,0.92,5.373272120200334,0.38,8.376766898294377,5.69,0.71,6.27,1
4.992667087807959,0.0,5.96,3.88,11.46,7.289946861715429,0.38,8.376766898294377,5.69,4.61,3.31,1
12.32178494623656,3.36,21.77,8.98,15.8,5.948164773751578,2.49,24.28452329749104,7.45,8.25,6.27,0
4.992667087807959,0.0,5.96,3.88,2.66,7.289946861715429,0.38,8.376766898294377,5.69,2.66,3.31,0
7.203423524463759,0.8,9.09,6.4,5.77,6.7454906136614605,0.47,11.894995093228657,5.27,2.51,6.83,1
7.203423524463759,0.8,9.09,6.4,15.83,6.684535211267606,0.47,11.894995093228657,5.27,9.39,6.83,1
6.174267491302667,2.02,9.76,5.91,3.95,6.684535211267606,1.77,10.635550831078469,6.62,3.37,6.27,1
4.992667087807959,0.0,5.96,3.88,5.74,5.948164773751578,0.38,8.376766898294377,5.69,5.75,6.33,1
4.526979810465595,0.0,14.69,3.99,0.0,0.0,1.03,16.966674907292955,4.21,2.63,4.66,1
4.992667087807959,0.0,5.96,3.88,26.49,7.289946861715429,0.38,8.376766898294377,5.69,18.09,6.27,0
8.692903951975989,3.08,12.76,7.71,19.43,7.289946861715429,2.21,12.848816908454229,8.6,16.79,6.27,0
12.32178494623656,3.36,21.77,8.98,24.32,7.289946861715429,2.49,24.28452329749104,7.45,7.59,6.27,0
4.992667087807959,0.0,5.96,3.88,7.13,6.7454906136614605,0.38,8.376766898294377,5.69,4.74,6.27,1
4.992667087807959,0.0,5.96,3.88,2.14,7.289946861715429,0.38,8.376766898294377,5.69,1.82,6.27,1
12.32178494623656,3.36,21.77,8.98,11.22,6.7454906136614605,2.49,24.28452329749104,7.45,6.43,6.27,0
7.203423524463759,0.8,9.09,6.4,15.4,7.289946861715429,0.47,11.894995093228657,5.27,11.51,6.33,0
4.992667087807959,0.0,5.96,3.88,6.67,6.055853174603175,0.38,8.376766898294377,5.69,4.02,6.27,0
7.203423524463759,0.8,9.09,6.4,17.77,7.289946861715429,0.47,11.894995093228657,5.27,10.75,6.83,0
12.32178494623656,3.36,21.77,8.98,37.71,7.289946861715429,2.49,24.28452329749104,7.45,21.61,8.2,0
6.174267491302667,2.02,9.76,5.91,23.59,6.7454906136614605,1.77,10.635550831078469,6.62,11.29,6.27,0
6.914127268080756,1.78,11.26,6.81,9.95,5.6829060293318845,2.2,13.122698696652186,5.89,5.72,6.33,0
7.203423524463759,0.8,9.09,6.4,26.68,7.289946861715429,0.47,11.894995093228657,5.27,17.05,6.83,0
8.692903951975989,3.08,12.76,7.71,11.77,7.289946861715429,2.21,12.848816908454229,8.6,5.09,6.27,0
4.992667087807959,0.0,5.96,3.88,23.56,6.7454906136614605,0.38,8.376766898294377,5.69,6.75,6.27,0
7.203423524463759,0.8,9.09,6.4,7.15,7.289946861715429,0.47,11.894995093228657,5.27,3.91,6.27,0
7.203423524463759,0.8,9.09,6.4,9.22,5.696960167714885,0.47,11.894995093228657,5.27,6.43,6.27,1
6.174267491302667,2.02,9.76,5.91,19.84,7.289946861715429,1.77,10.635550831078469,6.62,11.23,6.83,0
4.992667087807959,0.0,5.96,3.88,4.9,6.055853174603175,0.38,8.376766898294377,5.69,1.64,6.33,1
4.992667087807959,0.0,5.96,3.88,21.52,7.289946861715429,0.38,8.376766898294377,5.69,9.53,6.33,0
8.692903951975989,3.08,12.76,7.71,12.95,5.948164773751578,2.21,12.848816908454229,8.6,6.09,6.27,0
4.992667087807959,0.0,5.96,3.88,2.64,5.948164773751578,0.38,8.376766898294377,5.69,2.3,8.2,1
4.992667087807959,0.0,5.96,3.88,4.63,7.289946861715429,0.38,8.376766898294377,5.69,2.53,6.27,0
6.174267491302667,2.02,9.76,5.91,11.39,7.289946861715429,1.77,10.635550831078469,6.62,4.33,4.25,1
4.992667087807959,0.0,5.96,3.88,4.47,7.289946861715429,0.38,8.376766898294377,5.69,3.63,3.31,1
4.992667087807959,0.0,5.96,3.88,3.86,6.7454906136614605,0.38,8.376766898294377,5.69,4.5,3.31,0
6.914127268080756,1.78,11.26,6.81,7.43,7.289946861715429,2.2,13.122698696652186,5.89,3.16,6.27,1
8.692903951975989,3.08,12.76,7.71,19.08,7.289946861715429,2.21,12.848816908454229,8.6,11.8,6.33,0
6.174267491302667,2.02,9.76,5.91,2.9,5.948164773751578,1.77,10.635550831078469,6.62,4.06,3.31,0
7.203423524463759,0.8,9.09,6.4,24.79,7.289946861715429,0.47,11.894995093228657,5.27,12.25,6.83,0
4.992667087807959,0.0,5.96,3.88,26.93,7.289946861715429,0.38,8.376766898294377,5.69,15.99,6.83,0
8.692903951975989,3.08,12.76,7.71,11.91,7.289946861715429,2.21,12.848816908454229,8.6,7.33,8.2,1
12.32178494623656,3.36,21.77,8.98,30.21,6.7454906136614605,2.49,24.28452329749104,7.45,10.93,8.2,1
4.992667087807959,0.0,5.96,3.88,4.2,7.289946861715429,0.38,8.376766898294377,5.69,2.34,3.31,1
7.203423524463759,0.8,9.09,6.4,13.54,6.684535211267606,0.47,11.894995093228657,5.27,7.52,6.83,1
8.692903951975989,3.08,12.76,7.71,15.77,7.289946861715429,2.21,12.848816908454229,8.6,14.32,6.27,1
12.32178494623656,3.36,21.77,8.98,60.33,6.7454906136614605,2.49,24.28452329749104,7.45,14.5,6.27,0
7.203423524463759,0.8,9.09,6.4,15.16,6.7454906136614605,0.47,11.894995093228657,5.27,13.59,6.33,0
12.32178494623656,3.36,21.77,8.98,13.6,5.696960167714885,2.49,24.28452329749104,7.45,8.35,6.27,0
4.526979810465595,0.0,14.69,3.99,20.9,6.7454906136614605,1.03,16.966674907292955,4.21,7.19,4.25,0
4.992667087807959,0.0,5.96,3.88,2.45,5.948164773751578,0.38,8.376766898294377,5.69,2.1,8.2,1
4.992667087807959,0.0,5.96,3.88,14.92,5.948164773751578,0.38,8.376766898294377,5.69,6.04,4.66,1
7.203423524463759,0.8,9.09,6.4,9.49,5.696960167714885,0.47,11.894995093228657,5.27,7.08,6.27,1
4.992667087807959,0.0,5.96,3.88,6.9,6.7454906136614605,0.38,8.376766898294377,5.69,4.05,6.27,1
4.992667087807959,0.0,5.96,3.88,1.89,5.6829060293318845,0.38,8.376766898294377,5.69,2.06,3.31,1
6.914127268080756,1.78,11.26,6.81,17.4,6.7454906136614605,2.2,13.122698696652186,5.89,10.12,6.27,1
4.526979810465595,0.0,14.69,3.99,0.0,0.0,1.03,16.966674907292955,4.21,2.37,4.66,1
7.203423524463759,0.8,9.09,6.4,30.49,7.289946861715429,0.47,11.894995093228657,5.27,17.1,6.27,1
4.992667087807959,0.0,5.96,3.88,0.95,6.7454906136614605,0.38,8.376766898294377,5.69,1.09,6.33,0
4.526979810465595,0.0,14.69,3.99,0.0,0.0,1.03,16.966674907292955,4.21,2.86,4.66,1
6.174267491302667,2.02,9.76,5.91,4.0,7.289946861715429,1.77,10.635550831078469,6.62,5.31,6.27,0
4.526979810465595,0.0,14.69,3.99,32.11,7.289946861715429,1.03,16.966674907292955,4.21,3.88,4.66,1
4.992667087807959,0.0,5.96,3.88,1.66,5.6829060293318845,0.38,8.376766898294377,5.69,1.61,4.25,0
7.203423524463759,0.8,9.09,6.4,18.54,7.289946861715429,0.47,11.894995093228657,5.27,11.37,6.83,0
4.992667087807959,0.0,5.96,3.88,6.2,7.289946861715429,0.38,8.376766898294377,5.69,4.65,6.27,0
4.992667087807959,0.0,5.96,3.88,1.39,6.7454906136614605,0.38,8.376766898294377,5.69,1.52,6.27,1
4.526979810465595,0.0,14.69,3.99,13.54,6.7454906136614605,1.03,16.966674907292955,4.21,2.98,4.66,1
4.992667087807959,0.0,5.96,3.88,13.57,5.948164773751578,0.38,8.376766898294377,5.69,5.82,6.27,1
6.914127268080756,1.78,11.26,6.81,9.23,7.289946861715429,2.2,13.122698696652186,5.89,6.74,6.33,0
8.692903951975989,3.08,12.76,7.71,13.74,7.289946861715429,2.21,12.848816908454229,8.6,5.6,6.27,1
7.203423524463759,0.8,9.09,6.4,16.38,7.289946861715429,0.47,11.894995093228657,5.27,13.16,6.33,0
4.992667087807959,0.0,5.96,3.88,20.2,6.055853174603175,0.38,8.376766898294377,5.69,9.88,6.27,1
4.992667087807959,0.0,5.96,3.88,12.59,7.289946861715429,0.38,8.376766898294377,5.69,5.4,3.31,1
4.992667087807959,0.0,5.96,3.88,3.37,6.7454906136614605,0.38,8.376766898294377,5.69,2.74,3.31,1
4.992667087807959,0.0,5.96,3.88,0.92,5.373272120200334,0.38,8.376766898294377,5.69,0.71,6.27,1
12.32178494623656,3.36,21.77,8.98,27.24,7.289946861715429,2.49,24.28452329749104,7.45,8.67,6.27,0
7.203423524463759,0.8,9.09,6.4,15.17,6.7454906136614605,0.47,11.894995093228657,5.27,13.15,6.27,1
7.203423524463759,0.8,9.09,6.4,5.33,7.289946861715429,0.47,11.894995093228657,5.27,2.63,6.27,0
6.174267491302667,2.02,9.76,5.91,12.87,5.948164773751578,1.77,10.635550831078469,6.62,6.71,6.33,1
4.992667087807959,0.0,5.96,3.88,13.78,6.7454906136614605,0.38,8.376766898294377,5.69,7.81,4.66,1
12.32178494623656,3.36,21.77,8.98,24.4,5.948164773751578,2.49,24.28452329749104,7.45,14.46,6.27,1
6.914127268080756,1.78,11.26,6.81,7.04,6.7454906136614605,2.2,13.122698696652186,5.89,4.23,3.31,1
4.992667087807959,0.0,5.96,3.88,14.46,7.289946861715429,0.38,8.376766898294377,5.69,7.69,6.33,1
4.992667087807959,0.0,5.96,3.88,4.81,7.289946861715429,0.38,8.376766898294377,5.69,2.23,6.27,0
12.32178494623656,3.36,21.77,8.98,26.12,7.289946861715429,2.49,24.28452329749104,7.45,7.9,6.27,0
7.203423524463759,0.8,9.09,6.4,8.12,7.289946861715429,0.47,11.894995093228657,5.27,5.74,6.83,0
6.174267491302667,2.02,9.76,5.91,17.62,7.289946861715429,1.77,10.635550831078469,6.62,7.74,6.27,1
12.32178494623656,3.36,21.77,8.98,22.91,6.7454906136614605,2.49,24.28452329749104,7.45,9.16,6.27,0
8.692903951975989,3.08,12.76,7.71,17.23,7.289946861715429,2.21,12.848816908454229,8.6,14.2,6.27,0
4.992667087807959,0.0,5.96,3.88,8.24,6.055853174603175,0.38,8.376766898294377,5.69,4.22,6.27,1
6.914127268080756,1.78,11.26,6.81,7.16,6.7454906136614605,2.2,13.122698696652186,5.89,6.15,6.27,1
8.692903951975989,3.08,12.76,7.71,6.89,5.948164773751578,2.21,12.848816908454229,8.6,5.24,3.31,1
8.692903951975989,3.08,12.76,7.71,7.77,5.373272120200334,2.21,12.848816908454229,8.6,4.9,3.31,1
8.692903951975989,3.08,12.76,7.71,12.59,7.289946861715429,2.21,12.848816908454229,8.6,6.14,6.27,0
4.992667087807959,0.0,5.96,3.88,5.34,7.289946861715429,0.38,8.376766898294377,5.69,6.43,6.27,0
8.692903951975989,3.08,12.76,7.71,12.37,5.948164773751578,2.21,12.848816908454229,8.6,5.88,6.27,0
4.992667087807959,0.0,5.96,3.88,2.42,6.7454906136614605,0.38,8.376766898294377,5.69,1.68,6.27,1
4.992667087807959,0.0,5.96,3.88,8.0,7.289946861715429,0.38,8.376766898294377,5.69,4.66,6.27,0
8.692903951975989,3.08,12.76,7.71,3.47,7.289946861715429,2.21,12.848816908454229,8.6,2.9,6.33,1
4.992667087807959,0.0,5.96,3.88,2.86,5.948164773751578,0.38,8.376766898294377,5.69,1.95,6.33,1
4.992667087807959,0.0,5.96,3.88,14.46,5.6829060293318845,0.38,8.376766898294377,5.69,6.84,6.83,0
4.526979810465595,0.0,14.69,3.99,52.17,6.7454906136614605,1.03,16.966674907292955,4.21,6.68,6.83,0
4.526979810465595,0.0,14.69,3.99,18.31,6.7454906136614605,1.03,16.966674907292955,4.21,4.88,4.66,0
4.992667087807959,0.0,5.96,3.88,4.63,7.289946861715429,0.38,8.376766898294377,5.69,5.82,6.27,0
4.992667087807959,0.0,5.96,3.88,3.42,6.7454906136614605,0.38,8.376766898294377,5.69,2.19,3.31,1
7.203423524463759,0.8,9.09,6.4,9.24,5.696960167714885,0.47,11.894995093228657,5.27,6.1,6.27,1
4.992667087807959,0.0,5.96,3.88,15.64,7.289946861715429,0.38,8.376766898294377,5.69,8.21,6.27,0
4.992667087807959,0.0,5.96,3.88,27.97,7.289946861715429,0.38,8.376766898294377,5.69,10.46,6.27,1
4.526979810465595,0.0,14.69,3.99,5.51,5.948164773751578,1.03,16.966674907292955,4.21,1.28,6.83,1
7.203423524463759,0.8,9.09,6.4,18.71,7.289946861715429,0.47,11.894995093228657,5.27,12.37,6.83,0
4.992667087807959,0.0,5.96,3.88,9.87,5.948164773751578,0.38,8.376766898294377,5.69,7.1,6.27,1
8.692903951975989,3.08,12.76,7.71,10.11,7.289946861715429,2.21,12.848816908454229,8.6,5.69,3.31,1
7.203423524463759,0.8,9.09,6.4,11.93,7.289946861715429,0.47,11.894995093228657,5.27,7.58,6.83,1
7.203423524463759,0.8,9.09,6.4,2.3,6.7454906136614605,0.47,11.894995093228657,5.27,1.36,6.27,1
8.692903951975989,3.08,12.76,7.71,12.98,7.289946861715429,2.21,12.848816908454229,8.6,11.95,8.2,0
4.992667087807959,0.0,5.96,3.88,1.33,6.7454906136614605,0.38,8.376766898294377,5.69,1.61,3.31,1
